Date,Description
"October 9, 1987","Rosalyn catches Calvin and herds him back to the house.  She tells him no more monkey business.  She tells him it's her job to watch him, and she's going to do it even if she has to tie him to a chair.  She asks if he gets it.  Calvin clicks his heels, sticks his arm out in salute, and says ""Jawohl, mein Fuehrer"".  She grabs him by the collar and asks if he'd care to repeat that last comment.  He tells her he said he wasn't going anywhere."
"October 9, 1988","In the woods, Calvin tells Hobbes he hates everybody.  He can't see how anyone could fall in love, because people are jerks.  Hobbes says that sometimes they are, but look at the colors of the trees today.  Calvin looks around and says so what.  Hobbes thinks it's more fun to see something like this with someone than by yourself.  They look at each other. They walk off across a fallen tree.  Calvin says he guesses, but he'd rather see this with a tiger than a person."
"October 9, 1989",Calvin is reading his homework.  He says it's boring.  He asks how he's ever going to read three whole pages by tomorrow.  It's impossible.  He hits his book and says nothing's impossible...for Stupendous Man.  He runs out of the room.
"October 9, 1990","Calvin is running with the football.  He stops suddenly, and he turns around and runs the way he came.  Hobbes tackles him.  Calvin, lying on the ground, says what this game needs are negotiated settlements."
"October 9, 1992","Calvin points out how Hobbes' tail flips around.  He wonders which butt muscles control that.  He can clench his butt, but he doesn't think it would wiggle a tail.  He walks off saying he's never thought of butt muscles before.  Hobbes says some things don't need the thought people give them."
"October 9, 1993",Calvin has a cowboy hat on and has a mustache.  Hobbes says it's very bushy and asks where Calvin got it.  Calvin takes off his cowboy hat to show part of his hair cut off.
"October 9, 1995","Calvin asks Mom if they can go to the arboretum, since he has to collect leaves for the school project.  Mom says they can go that weekend.  Calvin thinks it would be better if they did it sooner.  Mom asks when it's due.  Calvin says the notebook is in the car and the park closes in twenty minutes.  Mom says she's making dinner."
"September 1, 1986","Calvin says he's going to learn to ride his bicycle if it kills him.  Hobbes lets go of the bike, and there's a crash. Hobbes picks the bike off Calvin and asks if it killed him.  Calvin answers that the bike has decided to maim him first."
"September 1, 1987","Hobbes asks whether they're going to the past or the future.  Calvin weighs the choices.  If he goes to the past, he can ace some history tests at school.  If they go to the future, they can swipe something to bring back.  They'll claim they invented it and be rich.  Off to the future they go.  Calvin figures he can hire someone to take his tests when he's rich."
"September 1, 1988","Planet Calvin moves across the solar system. Nobody notices him until his orbit takes him between the sun and the earth.  He causes a solar eclipse.  The earth is in darkness.  How long will Calvin stay there?  Mom is trying to read a book, and Calvin is standing on the back of the sofa blocking light from the lamp."
"September 1, 1989",Calvin tells Dad he's inventing a robot and asks if Dad can get him a patent.  Calvin shows their robot.  It's Tinkertoys with a coffee can head.  He says he's been working on it all afternoon.  He says it's not perfected yet.  Dad asks what it does.  Calvin admits they haven't figured out a way to make it do what he wants.  Dad says not to be discouraged.  He and Mom got the same results after working on Calvin for six years.
"September 1, 1990","Calvin sets Hobbes down and tells him to watch for Susie while he counts the money to make sure it's all there.  Calvin opens the envelope to find no money.  There is a note.  Calvin reads ""now we're even"".  He wonders what that means.  Susie has grabbed Hobbes and run off.  Calvin notices Hobbes missing."
"September 1, 1992","Calvin tells Dad that the meaning of words isn't a fixed thing.  Any word can mean anything.  He says English can become an exclusionary code.  Generations can be divided by the same language.  He asks Dad if he thinks that's totally spam.  He says it's lubricated, and that he's phasing.  Dad gives Calvin the peace sign and tells him marvy, fab, far out."
"September 1, 1993",Calvin asks Dad to put a bell on his bike.  Dad tells him to learn to ride it before he worries about having a bell to ring.  Calvin explains he wants a bell that will warn him when the bike's sneaking up on him.
"September 1, 1995","Mom answers the phone and says she isn't interested.  She keeps trying to get off the phone with the sales person.  Finally, she yells into the phone that she has a life beyond this sales pitch and it's being intruded upon.  Angrily, Mom says there would be move civility in the world if people didn't take it as an invitation to walk on you.  Calvin walks by saying he's only civil because he doesn't know any swear words."
"September 10, 1986","Calvin and Hobbes are looking into the evening skies with binoculars.  Calvin asks if Hobbes has seen any UFO's yet.  Calvin tells him to keep his eyes peeled, that they'll land sooner or later.  Hobbes asks what they'll do when the aliens land.  Calvin will try to sell Mom and Dad into slavery in exchange for a star cruiser."
"September 10, 1987","They're now flying forward in time.  Calvin sees they're approaching the present.  He asks if Hobbes wants to go forward in time like they planned, or did he want to stop.  Hobbes has had enough time traveling.  He opts for home.  Calvin tries to convince Hobbes to go a little into the future to see what Calvin is like as a teenager.  Hobbes doesn't want any part of that."
"September 10, 1988","Calvin asks Miss Wormwood if he could be excused.  He says he has to go, bad.  Miss Wormwood lets him go.  Mom opens the door and asks Calvin what he's doing home.  Calvin tells her he had to go."
"September 10, 1989","Hobbes is running with the football.  Calvin tries to make the tackle.  Calvin doesn't slow Hobbes down. Calvin gets run over and holds Hobbes' tail.  Finally, Calvin falls off.  Calvin waves Hobbes away.  They are playing chess, and Calvin says he's decided to be an intellectual."
"September 10, 1990","Calvin asks Hobbes for help with homework.  He asks what 6 + 3 is.  Hobbes calls the answer ""Y"", as in why do I care.  He says ""Y"" might be a square number, so he draws a square.  He makes one side 6, the other 3.  Then, he measures the diagonal.  Calvin doesn't remember the teacher explaining it like that.  Hobbes suggests she might not know higher math.  Calvin says the diagonal is just a little under 2.  Hobbes offers to draw the square bigger."
"September 10, 1992","Calvin is jumping rope.  He's standing with his rope, saying what jump he's doing.  He finally jumps the rope.  He says jumping gets easier when the numbers are big."
"September 10, 1993","Calvin closes his book and says he's through learning today.  He gets up and tells the class he'll see them tomorrow.  Miss Wormwood looms in front of him.  Calvin sits back at his desk, grumbling about him being a better judge of when he's through."
"September 10, 1995","The big, stupid ultrasaur takes a long drink.   The allosaur is thirsty, too.  This means confrontation.  The ultrasaur turns around to glower at the allosaur.  Calvin is standing behind Moe at the drinking fountain.  Calvin says that fortunately, this allosaur is the patient type."
"September 11, 1986","Hobbes is curled up sleeping.  Calvin approaches.  When Hobbes yawns, Calvin sticks his head in Hobbes' mouth and says ""Ta daa!""  Hobbes is unimpressed."
"September 11, 1987","Mom is gardening when Calvin comes over and tells her he and Hobbes went time traveling to the Jurassic period today.  She asks what it was like.  Calvin tells her it was scary, and they almost got eaten by a dinosaur.  Calvin admits they were trying to go to the future, but made a mistake.  Mom is glad he made it back.  Hobbes is surprised that didn't faze Mom at all.  Calvin reminds him that she didn't take the frogs in the toilet."
"September 11, 1988","Calvin stops at his front door worried about Hobbes pouncing on him.  He pushes the door open with a stick. He says he's home.  Nothing happens.  He peeks in, and Hobbes crashes into him.  Calvin asks if he waits until he sees the whites of his eyes.  Hobbes, laughing, says he should have seen them.  They were as big as dinner plates."
